ID,ONETCode,Gender,Age,White,AfnAmn,AsnPI,HispLat,NAorAI,Other,OthrTxt,Educ,HSGPA,HS4,HSTotal,ColGPA,ColGPA4,ColGPATotal,CurrEmpl,AvgHrs,JobTitle,Mgmt,NumMgmt,Salary,CHIncome,Rltnshp,Chldrn,NumChlrn,USLadder,CommLadd,OrgLadd,X1,countryCode,countryName,block
339,43.6014.00,2,33,NA,1,NA,NA,NA,NA,NA,4,3.8,1,NA,3,1,NA,1,44,Program Associate,2,NA,35000,6000,1,2,NA,5,8,8,337,ZZ,Unknown,0
602,43.6011.00,2,50,1,NA,NA,NA,NA,NA,NA,3,3.8,1,NA,3,1,NA,1,40,Administrative Assistant,1,3,35000,3500,3,1,1,7,9,7,598,US,United States,0
655,11.1011.00,1,40,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3.75,1,NA,1,55,Director,1,10,67000,8500,2,2,NA,4,4,7,649,US,United States,0
1147,41.2031.00,2,18,1,NA,NA,NA,NA,NA,NA,2,2.8,1,NA,2.9,1,NA,1,20,Sales Associate,2,NA,NA,NA,1,2,NA,3,5,4,1129,US,United States,0
736,NA,1,20,NA,NA,NA,1,NA,NA,NA,3,3,1,NA,2.7,1,NA,2,NA,Volunteer,2,NA,0,0,1,2,NA,3,4,3,728,US,United States,0
261,NA,2,22,1,1,NA,NA,NA,1,Middle Eastern,3,3.8,1,NA,4,1,NA,1,35,Self-Employed,2,NA,NA,NA,2,2,NA,8,9,10,260,US,United States,0
1037,11.1021.00,2,42,1,NA,NA,NA,NA,NA,NA,5,3,1,NA,2.9,1,NA,1,45,Assistant Manager,2,NA,53000,5300,1,2,NA,6,5,4,1026,US,United States,0
1164,NA,1,23,1,NA,NA,NA,NA,NA,NA,3,4,1,NA,3,1,NA,1,40,Bid Desk Specialist,2,NA,NA,NA,2,2,NA,8,10,7,1142,US,United States,0
47,43.6011.00,2,49,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,3,2,3,1,30,Admin assistant,2,NA,NA,NA,2,1,2,8,7,7,47,US,United States,0
516,43.9061.00,1,26,1,NA,NA,NA,NA,NA,NA,3,2.2,1,NA,3.6,1,NA,2,NA,CLERK,2,NA,10000,1000,1,2,NA,3,3,7,512,US,United States,0
1123,29.1122.00,2,27,1,NA,NA,NA,NA,NA,NA,6,3.4,1,NA,3.3,1,NA,1,40,occupational therapist,2,NA,NA,NA,1,2,NA,7,6,6,1108,US,United States,0
1124,29.1122.00,2,27,1,NA,NA,NA,NA,NA,NA,6,3.4,1,NA,3.3,1,NA,1,40,occupational therapist,2,NA,NA,NA,1,2,NA,7,6,6,1108,US,United States,0
772,11.1021.00,2,38,1,NA,NA,NA,NA,NA,NA,6,3.6,1,NA,3.8,1,NA,1,40,Supervisor,1,5,NA,NA,2,1,1,6,8,8,764,US,United States,0
887,NA,2,31,1,NA,NA,NA,NA,NA,NA,6,4,1,NA,3.97,1,NA,2,NA,parent at home,1,2,NA,4200,2,1,2,3,4,8,878,ZZ,Unknown,0
998,17.2051.00,1,62,1,NA,NA,NA,NA,NA,NA,4,3,2,NA,NA,2,NA,2,NA,Engineer,2,NA,50000,7500,2,2,NA,7,7,7,988,US,United States,0
402,41.2031.00,2,22,1,NA,NA,NA,NA,NA,NA,3,2.5,1,NA,2,1,NA,1,29,Sales Associate,2,NA,NA,NA,1,2,NA,4,8,6,399,US,United States,0
1215,11.1021.00,2,29,1,NA,NA,NA,NA,NA,NA,3,4.1,1,NA,4.2,1,NA,1,40,supervisor,1,10,30000,5000,2,1,1,4,3,6,1186,US,United States,0
583,27.2021.00,1,26,1,NA,NA,NA,NA,NA,NA,5,3.3,1,NA,3.6,1,NA,1,65,Professional baseball player,2,NA,NA,NA,2,2,NA,7,7,4,579,US,United States,0
1227,31.9094.00,2,62,1,NA,NA,NA,NA,NA,NA,4,3.5,1,NA,3.5,1,NA,1,40,medical transicriptionist,2,NA,15000,1500,3,2,NA,4,4,5,1196,US,United States,0
396,NA,2,25,1,NA,NA,NA,NA,NA,NA,3,3.9,1,NA,3.5,1,NA,2,NA,student,2,NA,0,0,2,2,NA,8,7,7,393,US,United States,0
763,11.1021.00,2,53,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,3.5,1,NA,1,30,shift supervisor,1,3,15000,1500,1,1,2,1,1,5,755,US,United States,0
256,15.1142.00,1,35,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,3.7,1,NA,1,42,Sr Systems Administrator,2,NA,68000,1200,1,2,NA,7,8,7,255,US,United States,0
145,27.3043.05,2,30,1,NA,NA,NA,NA,NA,NA,5,3.95,1,NA,3.46,1,NA,1,20,Freelance Writer,2,NA,NA,NA,1,2,NA,5,6,6,145,US,United States,0
67,13.1161.00,2,27,1,NA,NA,NA,NA,NA,NA,5,3.45,2,3,3.3,1,NA,1,40,analyst,2,NA,48000,6400,2,2,NA,5,6,7,67,US,United States,0
682,11.1021.00,1,46,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,3,1,NA,2,NA,General manager,1,13,NA,NA,2,1,3,5,4,8,676,US,United States,0
356,29.1123.00,2,31,1,NA,NA,NA,NA,NA,NA,7,3.75,1,NA,3.8,1,NA,1,32,physical therapist,2,NA,74000,1450,2,2,NA,6,7,7,354,US,United States,0
293,27.3091.00,2,29,1,NA,NA,NA,NA,NA,NA,3,4,1,NA,3,1,NA,1,35,Language Facilitator,2,NA,NA,NA,2,2,NA,5,6,2,291,US,United States,0
532,21.1015.00,1,60,1,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,1,NA,1,28,Job Coach,2,NA,NA,NA,2,1,3,7,6,2,528,US,United States,0
1060,51.4041.00,1,42,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,3.9,1,NA,1,40,Machinist,2,NA,35000,5500,2,2,NA,7,5,7,1049,US,United States,0
23,37.2012.00,2,41,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,3.8,1,NA,1,40,Housekeeper,2,NA,15000,3500,2,1,4,4,4,5,23,US,United States,0
879,43.9021.00,2,37,1,NA,NA,NA,NA,NA,NA,3,2.5,1,NA,2.75,1,NA,1,40,Data Entry Specialist,2,NA,NA,NA,1,1,1,4,4,2,870,US,United States,0
236,11.1011.00,1,51,1,NA,NA,NA,NA,NA,NA,5,3.2,1,NA,3,1,NA,1,40,OWNER,1,2,NA,NA,2,2,NA,8,8,10,236,US,United States,0
119,51.9198.00,1,30,1,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2,NA,2,NA,I'm in between jobs but I work for manufacturing w,2,NA,25000,2500,1,1,2,4,6,7,119,US,United States,0
859,41.2011.00,1,21,NA,NA,NA,1,NA,NA,NA,3,2.5,1,NA,1.5,1,NA,2,NA,Cashier,2,NA,NA,NA,1,2,NA,3,4,5,850,US,United States,0
58,51.9061.00,2,59,1,NA,NA,NA,NA,NA,NA,2,3,2,3,NA,NA,NA,1,72,inspector,2,NA,NA,NA,3,1,2,8,10,10,58,US,United States,0
1061,NA,1,23,1,NA,NA,NA,NA,NA,NA,3,3.6,1,NA,0,1,NA,2,NA,unemployed,2,NA,NA,NA,1,2,NA,3,5,2,1050,US,United States,0
114,35.2015.00,2,36,1,NA,NA,NA,NA,NA,NA,1,3.8,2,1,NA,2,1,1,21,deli cook,1,0,NA,NA,2,1,4,5,5,10,114,US,United States,0
1166,41.4011.00,2,40,1,NA,NA,NA,NA,NA,NA,5,3.4,1,NA,3.78,1,NA,1,33,lead sales floor,1,8,NA,NA,1,2,NA,5,6,6,1144,US,United States,0
866,NA,2,39,1,NA,NA,NA,NA,NA,NA,6,4.3,2,4,3.7,1,NA,2,NA,Homemaker,1,4,0,NA,2,1,3,5,6,5,857,US,United States,0
791,NA,2,21,NA,NA,NA,1,NA,NA,NA,3,2.5,1,NA,0.5,1,NA,2,NA,N/A,2,NA,NA,NA,2,2,NA,3,2,1,783,US,United States,0
505,NA,2,21,NA,NA,NA,1,NA,NA,NA,3,3.6,1,NA,3.7,1,NA,2,NA,unemployed,2,NA,NA,3600,1,2,NA,5,5,5,501,US,United States,0
386,21.1012.00,2,69,1,NA,NA,NA,NA,NA,NA,6,2.5,1,NA,2.9,1,NA,2,NA,I was a school/counselor,2,NA,NA,NA,2,1,3,7,7,8,383,US,United States,0
9,41.2011.00,2,36,1,NA,NA,NA,NA,NA,NA,2,3.5,1,NA,NA,1,NA,1,37,cashier,2,NA,10000,1000,3,1,3,1,1,1,9,US,United States,0
296,39.3091.00,1,69,1,NA,NA,NA,NA,NA,NA,5,3.7,1,NA,3.9,1,NA,1,20,Golf Course Ranger,2,NA,NA,NA,2,1,2,7,6,7,294,US,United States,0
423,NA,1,25,NA,NA,NA,NA,NA,1,Multiracial,3,3.2,1,NA,3.75,1,NA,2,NA,student,2,NA,0,4400,1,2,NA,3,3,5,420,US,United States,0
1068,43.6014.00,2,21,NA,NA,NA,NA,1,NA,NA,3,3.2,1,NA,3.6,1,NA,1,40,Secretary,2,NA,15000,2000,1,2,NA,4,6,7,1057,US,United States,0
976,11.3021.00,1,35,1,NA,NA,NA,NA,NA,NA,5,2.8,1,NA,2.5,1,NA,1,39,computer service manager,1,1,40000,7500,2,2,NA,4,3,5,966,US,United States,0
801,11.1011.00,2,32,1,NA,NA,NA,NA,NA,NA,2,2.8,1,NA,NA,NA,NA,1,80,Owner,1,1,NA,NA,2,1,3,5,5,6,793,US,United States,0
984,NA,2,21,1,NA,NA,NA,NA,NA,NA,3,3.2,2,5,3.4,1,NA,2,NA,student,2,NA,0,NA,2,2,NA,7,8,6,974,US,United States,0
326,13.1111.00,2,28,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3,1,NA,1,45,Change Manager,1,3,NA,NA,2,2,NA,7,4,6,324,US,United States,0
205,43.4171.00,2,21,1,NA,NA,NA,NA,NA,NA,3,3.75,1,NA,3.5,1,NA,1,40,Receptionist,2,NA,23000,5000,1,2,NA,3,4,1,205,US,United States,0
1149,NA,1,27,NA,NA,NA,NA,1,NA,NA,4,3.6,1,NA,3.1,1,NA,2,NA,not applicable,2,NA,NA,7000,2,2,NA,4,7,10,1131,US,United States,0
625,11.1021.00,2,26,1,NA,NA,NA,NA,NA,NA,5,3.98,1,NA,2.75,1,NA,1,45,Operational Planner,1,1,NA,NA,2,2,NA,7,7,4,621,US,United States,0
980,NA,2,30,1,NA,NA,NA,NA,NA,NA,5,4.15,1,NA,3.5,1,NA,2,NA,Student,2,NA,38000,3800,1,2,NA,7,5,6,970,US,United States,0
115,NA,2,30,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,0,2,0,2,NA,Disabled,2,NA,1400,1400,3,2,NA,2,4,3,115,US,United States,0
552,19.1031.01,1,31,1,NA,NA,NA,NA,NA,NA,5,3.1,1,NA,2.9,1,NA,1,45,Land Use Adminstrator,1,1,40000,1000,2,1,1,5,5,8,548,US,United States,0
434,29.2071.00,2,30,1,NA,1,NA,NA,NA,NA,3,3.4,1,NA,NA,2,NA,2,NA,SURGERY COORDINATOR,1,4,42000,5900,2,1,2,3,6,6,430,US,United States,0
1232,31.9091.00,1,29,NA,NA,NA,1,NA,NA,NA,3,2.8,1,NA,3,1,NA,1,35,dental assistant,1,2,NA,NA,1,2,NA,6,6,8,1201,US,United States,0
1235,31.9091.00,1,29,NA,NA,NA,1,NA,NA,NA,3,2.8,1,NA,3,1,NA,1,35,dental assistant,1,2,NA,NA,1,2,NA,6,6,8,1201,US,United States,0
955,NA,2,21,NA,1,NA,NA,NA,NA,NA,3,3,2,3,2.5,1,NA,2,NA,Homemaker,2,NA,6000,500,1,2,NA,1,1,3,945,US,United States,0
641,11.1021.00,2,31,1,NA,NA,NA,NA,NA,NA,3,3.9,1,NA,3,1,NA,1,39,assistant manager,1,8,25000,7500,2,2,NA,7,10,4,636,US,United States,0
192,43.6011.00,2,25,1,NA,NA,NA,NA,NA,NA,5,3.6,1,NA,2.63,1,NA,1,40,Administrative Assistant,2,NA,33000,5500,2,1,1,5,3,6,192,US,United States,0
688,43.6011.00,2,32,1,NA,NA,NA,NA,NA,NA,5,4,1,NA,3.5,1,NA,1,38,exec assistant,1,2,50000,5000,1,2,NA,7,7,7,682,US,United States,1
242,11.1021.00,1,55,1,NA,NA,NA,NA,NA,NA,2,3.8,1,NA,NA,2,4,1,55,Manager,1,30,NA,NA,2,2,NA,7,7,8,242,US,United States,0
1051,13.1161.00,2,32,1,NA,NA,NA,NA,NA,NA,6,3.8,1,NA,3.4,1,NA,1,42,Analyst,2,NA,50000,1000,2,1,2,9,8,3,1040,US,United States,0
979,25.2031.00,1,33,1,NA,NA,NA,NA,NA,NA,6,4,1,NA,2.6,1,NA,1,45,Science Teacher,2,NA,NA,NA,2,2,NA,6,7,5,969,US,United States,0
1248,43.1011.00,2,26,1,NA,NA,NA,NA,NA,NA,5,306,1,NA,3.2,1,NA,1,40,Customer Service Supervisor,1,7,NA,NA,2,1,1,3,6,2,1215,US,United States,0
1251,43.1011.00,2,26,1,NA,NA,NA,NA,NA,NA,5,306,1,NA,3.2,1,NA,1,40,Customer Service Supervisor,1,7,NA,NA,2,1,1,3,6,2,1215,US,United States,0
715,43.9061.00,2,36,1,NA,NA,NA,NA,NA,NA,3,2,1,NA,2.7,1,NA,1,20,Office Billing Manager,1,1,14560,4456,2,1,3,4,4,4,709,US,United States,0
1136,NA,2,28,NA,NA,1,NA,NA,NA,NA,5,3.14,1,NA,3.14,1,NA,2,NA,Unemployed,2,NA,NA,NA,1,2,NA,4,2,1,1118,US,United States,0
805,NA,2,35,1,NA,NA,NA,NA,NA,NA,5,3.2,1,NA,3.6,1,NA,2,NA,Stay at home mom,1,2,0,NA,2,1,1,4,6,7,797,US,United States,0
1131,11.1021.00,1,30,NA,NA,1,NA,NA,NA,NA,6,3.2,1,NA,2.9,1,NA,1,30,Project Manager,1,2,35000,3500,1,2,NA,4,3,4,1113,US,United States,0
1053,11.1011.00,2,42,1,1,NA,1,NA,NA,NA,5,2.6,1,NA,2.6,1,NA,1,40,Owner,1,1,10000,3000,2,1,1,4,5,10,1042,ZZ,Unknown,0
329,15.1133.00,1,56,1,NA,NA,NA,NA,NA,NA,5,3.8,1,NA,3,1,NA,1,45,senior programmer,1,3,NA,NA,2,1,2,7,9,9,327,US,United States,0
933,41.2031.00,2,18,1,NA,NA,NA,NA,NA,NA,2,3.75,1,NA,3.8,1,NA,1,26,Sales Associate,2,NA,NA,NA,2,2,NA,4,6,5,923,US,United States,0
548,15.1151.00,1,49,1,NA,NA,NA,NA,NA,NA,5,3.1,1,NA,3,1,NA,1,28,IT,2,NA,28000,2800,1,2,NA,8,7,8,544,US,United States,0
658,NA,2,51,1,NA,NA,NA,NA,NA,NA,6,4,1,NA,3.4,1,NA,2,NA,Mom,1,7,0,7500,2,1,7,6,6,7,652,US,United States,0
1186,37.3011.00,1,41,1,NA,NA,NA,NA,NA,NA,3,3,1,NA,3.2,1,NA,1,40,grounds keeper,1,0,NA,NA,1,2,NA,3,3,2,1161,US,United States,0
1007,11.1021.00,2,22,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,3.2,1,NA,1,40,office manager,1,2,NA,NA,2,1,1,7,6,6,996,US,United States,0
438,43.5071.00,2,19,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,2,NA,1,40,Shipping Coordinator,2,NA,NA,NA,1,2,NA,2,2,6,434,US,United States,0
291,31.9094.00,2,64,NA,1,NA,NA,NA,NA,NA,3,3.5,1,NA,3.2,1,NA,1,40,Medical transcriptionist,2,NA,NA,NA,2,1,6,4,4,6,289,US,United States,0
1054,41.4012.00,2,24,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3,1,NA,1,35,Inside Sales,2,NA,35000,3500,1,2,NA,5,5,2,1043,US,United States,0
358,41.4012.00,2,23,1,NA,NA,NA,NA,NA,NA,5,4,1,NA,3.2,1,NA,1,40,Sales Representative,2,NA,NA,NA,2,2,NA,6,6,2,356,US,United States,0
1224,NA,2,24,1,NA,NA,NA,NA,NA,NA,3,2.5,1,NA,3.5,1,NA,2,NA,unemployed,2,NA,NA,NA,1,2,NA,3,5,1,1193,US,United States,0
474,45.2041.00,2,20,NA,1,NA,NA,NA,NA,NA,4,3,1,NA,3.2,1,NA,1,12,Grader,2,NA,2200,5600,1,2,NA,4,4,4,470,US,United States,0
1086,NA,2,39,1,NA,NA,NA,NA,NA,NA,6,3.9,1,NA,3.8,1,NA,2,NA,Homemaker,1,NA,NA,NA,2,1,2,7,7,8,1075,US,United States,0
280,43.3031.00,2,41,NA,1,NA,NA,NA,NA,NA,5,3.25,1,NA,3.5,1,NA,1,40,Bookeeper,2,NA,40000,5000,3,1,2,5,6,6,279,US,United States,0
456,15.1199.10,1,25,NA,1,NA,NA,NA,NA,NA,3,2,1,NA,NA,1,NA,1,20,Search Quality Evaluator,2,NA,NA,NA,1,2,NA,3,3,2,452,US,United States,0
810,NA,1,66,NA,NA,NA,1,NA,NA,NA,4,3,1,NA,2.8,1,NA,2,NA,Retired,2,NA,75000,9500,2,1,2,6,2,2,802,US,United States,0
996,43.6014.00,2,55,1,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,2,4,1,40,Secretary,2,NA,44000,1200,2,1,1,5,5,3,986,US,United States,0
416,NA,2,42,NA,1,NA,NA,NA,NA,NA,3,4,1,NA,NA,2,NA,2,NA,Homemaker/ Parenting   ( I recently stopped workin,2,NA,NA,NA,2,1,2,4,4,1,413,US,United States,0
246,NA,2,35,1,NA,NA,NA,NA,NA,NA,4,3,1,NA,3.5,1,NA,2,NA,stay at home mom,2,NA,5000,3300,2,1,2,4,5,5,246,US,United States,0
44,43.9041.02,2,28,1,NA,NA,NA,NA,NA,NA,2,3.6,1,NA,0,2,NA,1,40,Processor,2,NA,33280,5408,2,1,2,6,6,9,44,US,United States,0
77,25.2031.00,2,38,1,NA,NA,NA,NA,NA,NA,6,3.5,1,NA,3.8,1,NA,1,40,Teacher,2,NA,NA,NA,2,1,2,7,8,8,77,US,United States,0
1165,11.1021.00,1,47,1,NA,NA,NA,NA,NA,NA,2,3.6,1,NA,3.3,1,NA,1,40,supervisor,1,4,40,40,1,2,NA,2,5,3,1143,US,United States,0
223,25.2031.00,2,57,1,NA,NA,NA,NA,NA,NA,5,3.75,1,NA,3.78,1,NA,1,21,teacher,2,NA,10000,2000,2,1,2,8,8,8,223,US,United States,0
368,33.9032.00,1,24,NA,NA,1,NA,NA,NA,NA,5,3.5,1,NA,3.2,1,NA,1,13,Security Officer,2,NA,NA,NA,1,2,NA,5,5,4,366,US,United States,0
869,11.1021.00,1,49,1,NA,NA,NA,NA,NA,NA,2,3.5,1,NA,3,2,4,1,55,Manager,1,5,NA,NA,1,2,NA,8,8,8,860,US,United States,0
174,NA,1,22,1,NA,NA,NA,NA,NA,NA,3,2.8,1,NA,3.5,1,NA,2,NA,"NA",2,NA,NA,NA,1,2,NA,5,5,6,174,US,United States,0
98,11.1021.00,1,26,1,NA,NA,NA,NA,NA,NA,4,3.4,1,NA,3.6,1,NA,1,40,Shift Manager,1,15,35000,3500,1,2,NA,5,5,6,98,US,United States,0
335,35.3031.00,2,28,1,NA,NA,NA,NA,NA,NA,5,3.45,1,NA,3.66,1,NA,1,30,Server,2,NA,33000,3300,1,1,2,3,4,3,333,US,United States,0
484,23.1011.00,2,48,1,NA,NA,NA,NA,NA,NA,8,3.4,1,NA,3.4,1,NA,1,40,Attorney,2,NA,136000,1650,2,1,2,7,6,6,480,US,United States,0
1012,19.4061.00,1,25,1,NA,NA,NA,NA,NA,NA,5,3.6,1,NA,3.3,1,NA,1,44,Research Associate,2,NA,66000,6600,1,2,NA,8,7,6,1001,US,United States,0
995,43.4051.00,1,31,1,NA,NA,NA,NA,NA,NA,4,3.5,1,NA,2.5,1,NA,1,40,Client Services Specialist,2,NA,42000,5700,2,1,2,4,5,2,985,US,United States,0
853,27.3043.05,2,52,1,NA,NA,NA,NA,NA,NA,6,3,1,NA,3,1,NA,1,40,freelancer,2,NA,NA,NA,1,2,NA,7,6,5,844,US,United States,0
987,25.1081.00,1,53,1,NA,NA,NA,NA,NA,NA,7,3.75,1,NA,3.85,1,NA,1,50,professor,2,NA,160000,1600,2,1,1,9,8,9,977,US,United States,0
701,25.2031.00,1,28,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3.2,1,NA,1,35,substitute teacher,2,NA,30000,3000,1,2,NA,3,4,5,695,US,United States,0
439,41.1011.00,1,32,1,NA,NA,NA,NA,NA,NA,3,2.2,1,NA,3.2,1,NA,1,40,Department Manager,1,5,NA,NA,2,1,2,7,5,2,435,US,United States,0
1057,41.4012.00,1,30,1,NA,NA,NA,NA,NA,NA,4,2.9,1,NA,3.2,1,NA,1,55,Sales Representative,2,NA,NA,NA,2,2,NA,6,5,4,1046,US,United States,0
567,21.1014.00,1,64,1,NA,NA,NA,NA,NA,NA,5,3.4,1,NA,3.2,1,NA,2,NA,Disability Specialist,2,NA,NA,NA,2,1,5,7,8,8,563,US,United States,0
1244,NA,2,26,1,NA,NA,NA,NA,NA,NA,5,2.9,1,NA,3.46,1,NA,2,NA,homemaker,2,NA,NA,3500,2,1,2,4,5,5,1211,US,United States,0
304,43.1011.00,2,31,1,NA,NA,NA,NA,NA,NA,3,3.75,1,NA,3.4,1,NA,1,50,Team Supervisor,1,8,NA,NA,1,1,1,3,5,7,302,US,United States,0
32,13.1111.00,1,25,1,NA,NA,NA,NA,NA,NA,5,3.9,1,NA,3.9,1,NA,1,40,consultant,2,NA,10000,1000,1,2,NA,2,3,5,32,US,United States,0
165,43.4051.00,2,44,1,NA,NA,NA,NA,NA,NA,5,3.5,1,NA,3.6,1,NA,1,20,customer service agent,2,NA,NA,NA,1,2,NA,3,2,3,165,US,United States,0
1242,11.3051.01,2,33,1,NA,NA,NA,NA,NA,NA,4,2.9,1,NA,2.9,1,NA,1,40,QUALITY AUDITOR,2,NA,36000,NA,2,1,2,5,3,6,1209,US,United States,0
590,NA,2,24,1,NA,NA,NA,NA,NA,NA,5,3,1,NA,3.9,1,NA,1,40,Graduate Student,2,NA,21500,4500,2,2,NA,7,7,8,586,US,United States,0
378,25.2021.00,2,70,1,NA,NA,NA,NA,NA,NA,7,NA,2,NA,NA,2,NA,1,30,fourth grade teacher,2,NA,NA,NA,3,1,2,6,7,7,375,US,United States,0
214,NA,1,25,1,NA,NA,NA,NA,NA,NA,3,2.7,1,NA,2.2,1,NA,2,NA,Not employed,2,NA,0,0,1,2,NA,2,5,1,214,US,United States,0
744,51.5112.00,1,34,1,NA,NA,NA,NA,NA,NA,2,3.2,1,NA,0,2,0,1,37,Press operator,2,NA,NA,NA,1,2,NA,2,2,7,736,US,United States,0
872,25.9031.01,1,35,1,NA,NA,NA,NA,NA,NA,5,2.5,2,3,2.5,1,NA,1,50,Instructional Specialist,2,NA,40000,5000,2,1,1,4,5,6,863,US,United States,0
314,11.3031.01,2,32,1,NA,NA,NA,NA,NA,NA,6,3,1,NA,4,1,NA,1,40,Financial Controller,1,10,NA,NA,3,1,2,6,6,7,312,US,United States,0
949,21.1021.00,2,52,1,NA,NA,NA,NA,NA,NA,6,3.4,1,NA,3.6,1,NA,1,40,Social Worker,2,NA,NA,NA,2,2,NA,7,8,8,939,US,United States,0
761,13.2041.00,2,55,1,NA,NA,NA,NA,NA,NA,6,3.65,1,NA,4,1,NA,1,45,Credit Analyst,2,NA,NA,NA,2,1,1,7,7,8,753,US,United States,0
944,NA,2,19,NA,1,NA,NA,NA,NA,NA,3,3,1,NA,3.5,1,NA,2,NA,homemaker,2,NA,0,3500,2,1,1,2,2,10,934,US,United States,0
920,17.2071.00,1,50,1,NA,NA,NA,NA,NA,NA,5,NA,2,NA,3.8,1,NA,1,40,Electrical Engineer VI,1,5,86000,9600,2,1,1,7,9,7,910,US,United States,0
788,NA,2,26,NA,1,NA,NA,NA,NA,NA,5,3.97,1,NA,3.68,1,NA,2,NA,Unemployed/Stay at home daughter,2,NA,0,NA,1,2,NA,1,2,1,780,US,United States,0
381,17.3029.09,1,54,NA,1,NA,NA,NA,NA,NA,3,NA,1,NA,3.2,1,NA,1,45,Manufacturing Support,2,NA,34,77,2,1,3,5,7,6,378,US,United States,0
697,29.1126.00,2,36,1,NA,NA,NA,NA,NA,NA,5,2.6,1,NA,3.5,1,NA,1,24,Resp. therapist,2,NA,NA,NA,2,1,1,6,5,5,691,US,United States,0
572,41.2011.00,2,31,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,0,1,NA,1,30,cashier,2,NA,3000,NA,1,2,NA,2,2,2,568,US,United States,0
605,39.3011.00,2,33,1,NA,NA,NA,NA,NA,NA,4,4,1,NA,3.8,1,NA,1,40,craps dealer,2,NA,NA,NA,1,1,1,3,5,8,601,US,United States,0
222,27.3043.05,1,45,1,NA,NA,NA,NA,NA,NA,5,3.2,1,NA,2.8,1,NA,2,NA,writer,2,NA,NA,NA,2,1,1,6,5,5,222,US,United States,0
964,43.4051.00,2,57,1,NA,NA,NA,NA,NA,NA,5,2.5,1,NA,3.8,1,NA,1,40,customer service,1,2,30000,3000,3,1,1,6,8,7,954,ZZ,Unknown,0
1047,29.2053.00,2,25,NA,NA,1,NA,NA,NA,NA,4,3.86,1,NA,3.67,1,NA,1,60,NYS DOH MHT,1,NA,NA,NA,2,1,3,8,10,7,1036,US,United States,0
543,41.2011.00,2,53,1,NA,NA,NA,NA,NA,NA,2,2.4,1,NA,0,1,NA,1,40,cashier,2,NA,NA,NA,3,1,3,2,2,4,539,US,United States,0
538,41.2031.00,2,34,1,NA,NA,NA,NA,NA,NA,3,3.5,1,NA,3.5,1,NA,1,40,Sales associate,2,NA,20000,2000,1,1,1,4,8,5,534,US,United States,0
437,13.1141.00,2,46,1,NA,NA,NA,NA,NA,NA,3,3.2,1,NA,NA,2,NA,1,45,Health & Benefits Specialist,2,NA,45000,8000,2,2,NA,4,8,7,433,US,United States,0
1176,51.9122.00,1,39,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,2,NA,1,45,AUTOMOTIVE PAINTER,2,NA,38000,3800,2,1,1,2,2,3,1153,US,United States,0
1177,51.9122.00,1,39,1,NA,NA,NA,NA,NA,NA,2,3,1,NA,NA,2,NA,1,45,AUTOMOTIVE PAINTER,2,NA,38000,3800,2,1,1,2,2,3,1153,US,United States,0
424,27.3034.04,1,35,1,NA,NA,NA,NA,NA,NA,4,3.7,1,NA,4,1,NA,1,20,Copy Passer,2,NA,14300,1430,1,2,NA,3,3,1,421,US,United States,0
960,NA,1,53,1,NA,NA,NA,NA,NA,NA,4,3.7,1,NA,3,1,NA,1,20,self employed,2,NA,30000,3000,2,1,3,8,8,7,950,US,United States,0
741,21.1014.00,2,23,1,NA,NA,NA,NA,NA,NA,5,98,2,100,3.8,1,NA,1,50,counselor,1,2,34000,6000,1,2,NA,6,5,5,733,US,United States,0
354,21.1014.00,1,58,1,NA,NA,NA,NA,NA,NA,5,2.8,1,NA,2.7,1,NA,1,36,counselor,2,NA,28000,6500,2,1,1,5,5,3,352,US,United States,0
952,11.2031.00,2,62,1,NA,NA,NA,NA,NA,NA,5,NA,2,100,3.8,1,NA,2,NA,Coordinator of PR and Development,2,NA,NA,NA,2,1,3,7,9,6,942,US,United States,0
676,11.1021.00,2,28,1,NA,NA,NA,NA,NA,NA,3,3.2,1,NA,NA,NA,NA,1,40,Manager,1,0,33000,8300,2,2,NA,4,6,8,670,US,United States,0
41,39.2021.00,2,36,1,NA,NA,NA,NA,NA,NA,6,4,2,5,3.3,1,NA,1,20,Dog Walker,2,NA,24000,2400,1,2,NA,5,5,5,41,US,United States,0
